tokens;tags
['▁газ', '▁2', 'его'];['B-TYPE', 'B-VOLUME', 'O']
['▁ба', 'тон', '▁для', '▁хо'];['B-TYPE', 'I-TYPE', 'O', 'O']
['chipsy', '225', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['сдоба', '58', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ящик'];['B-TYPE']
['халяль', '600г'];['B-TYPE', 'B-VOLUME']
['975', 'ml', 'smetana', 'вот'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'O']
['▁ir', 'bit', 'sko', 'e', '▁сне', 'ж'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁о', 'шей', 'ники', '▁home', 'pet'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
"['170Г', 'perekus', 's', ""pol'zoj""]";['B-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['совсем', 'zefir', '74г'];['O', 'B-TYPE', 'B-VOLUME']
['▁чаш', 'ка', '▁nouvel'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁', 'каль', 'мар', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['Мясо', '160г'];['B-TYPE', 'B-VOLUME']
['dlja', 'kotikov', '75', 'g'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁сыр', 'ок', 'щ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁чи', 'ил', '▁гр'];['B-TYPE', 'B-BRAND', 'B-VOLUME']
['▁о', 'шей', 'ник', '▁home', 'ca'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁бел', 'город', 'ры', 'ба', '▁со'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE']
['тесто', '100', 'Г', 'из'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['▁гардероб', 'н'];['B-TYPE', 'I-TYPE']
['▁анан', 'ас', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁май', 'он', 'к', 'з'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁pin', 'c'];['B-BRAND', 'I-BRAND']
['▁сум', 'ка', '▁sva', 'sso'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['600г', 'без', 'лактозы'];['B-VOLUME', 'B-TYPE', 'I-TYPE']
['610', 'мл', 'уход', 'за', 'телом', 'кто'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'O']
['▁ыр', 'ук', 'ты'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['специи', '24Г'];['B-TYPE', 'B-VOLUME']
['▁кулинар', 'ные', '▁из', 'дел'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['ХОББИ', '16', 'л'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁охот', 'ни', 'ч', 'ь', 'м'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['пасты', '380g'];['B-TYPE', 'B-VOLUME']
['квас', 'уже', '400Мл'];['B-TYPE', 'O', 'B-VOLUME']
['супы', '192', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['мясо', '550', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁пита', 'хай'];['B-BRAND', 'I-BRAND']
['▁вар', 'ете', 'ц'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['300', 'г', 'печенье'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁про', 'чая', '▁техник'];['B-TYPE', 'I-TYPE', 'B-TYPE']
['▁сок', '▁hip'];['B-TYPE', 'B-BRAND']
['vafli', '50g'];['B-TYPE', 'B-VOLUME']
['Q00Г', 'соломка'];['B-VOLUME', 'B-TYPE']
['СЫР', '52%'];['B-TYPE', 'B-PERCENT']
['▁hel', 'nz'];['B-BRAND', 'I-BRAND']
['▁мор', 'ожен', 'е', 'ое'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁семе', 'чки', '▁', 'тык', 'вы'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['Tt', '▁'];['B-BRAND', 'B-TYPE']
['▁я', 'а', 'блок', 'о'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁шаш', 'лый', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁бренд', 'и'];['B-TYPE', 'I-TYPE']
['▁nutri', 'lack'];['B-BRAND', 'I-BRAND']
['▁под', 'соль', 'не', 'чно', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['Салаты', '200', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['без', 'лактозы', '400', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁тор', 'та', '▁sem'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁', 'zott', '▁кре'];['B-BRAND', 'I-BRAND', 'B-TYPE']
['130', 'г', 'зелень'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁', 'ого', 'у', 'рц'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁картоф', 'ель', '▁вар', 'е', 'ный'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['ЗЕФИР', '16', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁сыр', '▁кос', 'ичка'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁под', 'у', 'шек', '▁ide'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁смета', 'на', '▁10'];['B-TYPE', 'I-TYPE', 'B-PERCENT']
['Мёд', '8.5%'];['B-TYPE', 'B-PERCENT']
['farsh', '4r0Г'];['B-TYPE', 'B-VOLUME']
['▁pa', 'pad', 'imit', 'rio', 'u', '▁чер', 'ник'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁у', 'тк', 'нок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['под', '130г', 'морсы'];['O', 'B-VOLUME', 'B-TYPE']
['igrushki', '120', 'г', 'между'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['475Мл', 'уход', 'за', 'полостью', 'рта'];['B-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁яйца', '\\', 'ud', '83', 'c', '\\', 'ud', 'f', '73'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['Аптека', 'ну', '26', 'шт'];['B-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['58g', 'Шоколад'];['B-VOLUME', 'B-TYPE']
['Ная', '▁яйца'];['B-BRAND', 'B-TYPE']
['▁ker', 'll'];['B-BRAND', 'I-BRAND']
['kukuruznye', 'sneki', 'W50', 'Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'Й', 'овка', '▁1'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'B-VOLUME']
['▁сви', 'на', 'на'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁для', '▁полов'];['O', 'O']
['▁а', 'гур', 'чик'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁жи', 'д', 'к', '.', '▁мы', 'ло'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['300g', 'marmelad'];['B-VOLUME', 'B-TYPE']
['ВИНО', '0.', '0', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT', 'I-PERCENT']
['▁вол', 'око'];['B-TYPE', 'I-TYPE']
['▁подо', 'дея', 'ль', 'ни'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['вино', '0.43l'];['B-TYPE', 'B-VOLUME']
['▁фр', 'ук', 'т', 'овые', '▁па', 'сти', 'лки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁орех', 'а'];['B-TYPE', 'I-TYPE']
['▁макар', 'шы'];['B-TYPE', 'I-TYPE']
['610', 'Г', 'torty'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁картоф', 'фе', 'ль'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['50.5%', 'majonez'];['B-PERCENT', 'B-TYPE']
['▁3', '▁комфорт', '▁сме'];['B-PERCENT', 'B-BRAND', 'B-TYPE']
['▁сыр', 'ок', '2'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁по', 'моло', 'ры'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁круп', 'а', '▁ку', 'кур', 'уз', 'н'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['майонез', '70', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁мо', 'ок', 'овка', '▁по', '▁коре', 'й', 'ски'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁зелен', 'н'];['B-TYPE', 'I-TYPE']
['овощи', '1', 'Шт'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁пл', 'ми', 'до'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ов', 'дина', '▁мор', 'ожен', 'ная'];['O', 'O', 'O', 'O', 'O', 'O']
['250', 'Г', 'orehi'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['230Г', 'паштеты'];['B-VOLUME', 'B-TYPE']
['▁пи', 'цца', '▁ох', 'лаж', 'ден', 'на'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Сок', '▁ЛИ'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['выпечка', '58', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'лук', '▁пе', 'п', 'чат', 'ый'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['мёд', 'между', '450', 'мл'];['B-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['▁finish', '▁кап', 'сул'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁ви', 'шне', 'вое'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['без', 'глютена', '100мл'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁я', 'и', 'цо'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁sok', 'Ну'];['B-TYPE', 'B-BRAND']
['для', 'других', 'питомцев', '15l'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['12%', 'мороженое'];['B-PERCENT', 'B-TYPE']
['zavtraki', '170', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁сте', 'льки', '▁марк'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁мя', 'со', '▁так', '▁мя', 'мо'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁коп', 'лет', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁со', 'лат', 'ница'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['100', 'sht', 'выгодно'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
"[""varen'e"", '330Г']";['B-TYPE', 'B-VOLUME']
['300Г', 'сухофрукты'];['B-VOLUME', 'B-TYPE']
['chistjaschie', 'sredstva', '70', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁бул', 'е', 'а', '▁для', '▁', 'гам', 'бург', 'ер'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O']
['▁при', 'права', '▁для', '▁мя', 'с'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['Кофе', 'i00', 'Г', 'по'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['70', 'Г', 'овощи'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁тарта', 'л'];['B-TYPE', 'I-TYPE']
['▁', 'Со', '▁', 'здоровье', '▁21'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'B-VOLUME']
['▁картоф', 'еж', 'ь'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['детские', 'напитки', 'q70', 'мл'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['Вино', 'вы', '440', 'ml'];['B-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['всё', 'для', 'уборки', '100%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT']
['▁с', 'гу', 'щ', 'ё', 'ное', '▁молоко'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁кра', 'ха', 'мал'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁зелен', 'ый', '▁салат'];['B-TYPE', 'I-TYPE', 'B-TYPE']
['морепродукты', '800', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁с', 'гу', 'щ', 'ён', 'ка', '▁вар', 'е', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁со', 'яв', 'ый'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сыр', '▁для', '▁гри', 'ля'];['B-TYPE', 'O', 'O', 'O']
['хобби', '6шт'];['B-TYPE', 'B-VOLUME']
['▁сок', '▁са', 'лы', '▁при'];['B-TYPE', 'O', 'O', 'O']
['▁го', 'оро', 'шек'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁svi', 'a'];['O', 'O']
['▁', 'яб', 'до', 'ко'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['900Мл', 'морсы'];['B-VOLUME', 'B-TYPE']
['рыбные', 'снеки', '28', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['всё', 'для', 'уборки', '1', 'Л', 'около'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['▁му', 'ка', '▁цель', 'но', 'зер', 'нова', 'я'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['70%', 'Шоколад'];['B-PERCENT', 'B-TYPE']
['▁марш', 'мэл', 'оу'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['морепродукты', '310', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁со', '▁Те', '▁21'];['B-TYPE', 'B-BRAND', 'B-VOLUME']
['похрустеть', 'под', 'сериал', '300мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['▁при', 'права', '▁для', '▁бул', 'ьон', 'а'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['перекус', 'с', 'пользой', '40', 'мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['СЕМЕЧКИ', '200г'];['B-TYPE', 'B-VOLUME']
['моло', '▁смета'];['B-BRAND', 'B-TYPE']
['▁грунт', '▁то', 'рф', 'я', 'ной'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁tru', 'f', 'w', 'llo'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['котлеты', '230г'];['B-TYPE', 'B-VOLUME']
['80', 'Г', 'зачем', 'drazhe'];['B-VOLUME', 'I-VOLUME', 'O', 'B-TYPE']
['уксус', '750Мл'];['B-TYPE', 'B-VOLUME']
['ДЛЯ', 'ДРУГИХ', 'ПИТОМЦЕВ', '70Г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['холодный', 'чай', '370мл'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁ме', 'шки', '▁му', 'сор', 'ные'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['0.', '75', 'Л', 'что-то', 'вода'];['B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'O', 'B-TYPE']
['▁с', 'тир', 'альная', '▁машин'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['мороженое', '200', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁фла', 'мен', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'гур', 'мет'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁к', 'пы', 'ло'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['основные', 'блюда', '500', 'Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['СУХОФРУКТЫ', '100', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁вы', 'пе', 'чка', '▁сл', '▁смо', 'роди', 'ной'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁ка', 'стр', 'ю', 'ли', '▁rela', 'nc'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['1', 'Л', 'её', 'вода'];['B-VOLUME', 'I-VOLUME', 'O', 'B-TYPE']
['Ягоды', '100', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁мета', 'на'];['B-TYPE', 'I-TYPE']
['▁спа', 'ге', 'ты'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁топ', 'лен', 'ное', '▁вкус', 'ня', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['рыбные', 'снеки', '70g'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['перекусы', '300Мл'];['B-TYPE', 'B-VOLUME']
['16', 'л', 'школа'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁', 'ску', 'мб', 'рия'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пе', 'лен', 'ки', '▁детски', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'фан', 'та'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁вода', '▁заповед', 'ник', '▁здоровья'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND']
['для', 'мытья', 'посуды', '140sht'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['0', '%', 'без', 'глютена'];['B-PERCENT', 'I-PERCENT', 'B-TYPE', 'I-TYPE']
['жвачка', '16', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['110Г', 'сухарики'];['B-VOLUME', 'B-TYPE']
['▁в', 'аф', 'ли', '▁тон', 'кие'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['детские', 'напитки', '200Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['25g', 'сахар'];['B-VOLUME', 'B-TYPE']
['▁по', 'ми', 'дор', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['20г', 'жвачка'];['B-VOLUME', 'B-TYPE']
['вафли', 'W60Г'];['B-TYPE', 'B-VOLUME']
['школа', '120', 'л'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['ber', '▁', 'С'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁мя', 'со', 'руб', 'ский'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁mach', '3'];['B-BRAND', 'I-BRAND']
['▁пар', 'ме', 'з'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁груди', 'на'];['B-TYPE', 'I-TYPE']
['▁сар', 'дин'];['B-TYPE', 'I-TYPE']
['▁пу', 'динг', '▁а', '.', 'рост', 'а', 'гро', 'ком', 'п', 'лек'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁ку', 'мин'];['B-BRAND', 'I-BRAND']
['хозтовары', 'можно', '700', 'sht'];['B-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['▁дур', 'шла', 'ги', ',', '▁си'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['игры', '120г'];['B-TYPE', 'B-VOLUME']
['СЕМЕЧКИ', '200g'];['B-TYPE', 'B-VOLUME']
['W50мл', 'лицом'];['B-VOLUME', 'B-TYPE']
['СКИДКИ', 'НЕДЕЛИ', '250', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'шей', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мор', 'с', '▁без', '▁сахар', 'а'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁крыш', 'ек', '▁berg', 'ho'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['70g', 'снова', 'в', 'школу'];['B-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сме', 'и', 'ана'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['Выгодно', '55', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['масло', '350', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['ikra', '120', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ш', 'нице', 'ля'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁си', 'рок', 'оп', 'чена'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['Чай', '100%'];['B-TYPE', 'B-PERCENT']
['скидка', 'МОРСЫ', '960', 'мл'];['O', 'B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁кре', 'н', 'деле'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ка', 'стр', 'ю', 'ли', '▁liber', 'haus'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', '1', '%', '▁КЕ'];['B-PERCENT', 'I-PERCENT', 'I-PERCENT', 'B-TYPE']
['завтраки', '140г', 'ни'];['B-TYPE', 'B-VOLUME', 'O']
['Печенье', '197g'];['B-TYPE', 'B-VOLUME']
['rki', '▁', 'сыр'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'гур', 'ми', 'кс'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'кус', 'оч', 'кт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁а', 'пель', 'ин', 'овый'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁я', 'ле', 'ой', '▁рыб', 'ы'];['O', 'O', 'O', 'O', 'O']
['3.2', '%', 'СМЕТАНА'];['B-PERCENT', 'I-PERCENT', 'B-TYPE']
['Пряники', '330г'];['B-TYPE', 'B-VOLUME']
['▁пе', 'лен', 'ки', '▁одно', 'раз', 'овые'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['стирка', 'q00', 'шт'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['не', 'без', 'лактозы', '400', 'г'];['O', 'B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['Холодный', 'Чай', '1л'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['вон', 'рыбные', 'снеки', '70Г'];['O', 'B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁мораль'];['O']
['1.25л', 'kvas'];['B-VOLUME', 'B-TYPE']
['только', 'в', 'доставке', '13', '%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁у', 'ти'];['B-TYPE', 'I-TYPE']
['100', '%', 'Чай', 'как'];['B-PERCENT', 'I-PERCENT', 'B-TYPE', 'O']
['▁со', 'й', 'ус'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁фр', 'ит', 'экс', '▁блуз', 'к'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['хлебцы', '200', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['лэтуаль', 'в', 'пятёрочке', '150', 'ml'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁св', 'ё', 'кла', '▁вар', 'е', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мафи', 'н', '<unk>'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['16%', 'зефир'];['B-PERCENT', 'B-TYPE']
['▁производство', '▁мор', 'ков'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁сал', 'ми'];['B-TYPE', 'I-TYPE']
['▁ала', 'жан'];['O', 'O']
['мороженое', '310', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['Уход', 'За', 'Собой', '150ml', 'найти'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'O']
['▁пере', 'ц', '▁чер'];['B-TYPE', 'I-TYPE', 'B-TYPE']
['школа', 'Q8МЛ'];['B-TYPE', 'B-VOLUME']
['▁кал', 'инка'];['B-TYPE', 'I-TYPE']
['▁а', 'сто', 'ки', '▁гор', 'ь', 'кие'];['O', 'O', 'O', 'O', 'O', 'O']
['▁марш', 'мел', 'ло'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['aromaty', 'dlja', 'doma', '50мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['▁баг', 'яж'];['B-TYPE', 'I-TYPE']
['80', 'г', 'сахар'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['Дача', '2.15', 'кг'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['Грибы', '150', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['холодный', 'чай', '1.', '3', 'Л'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME']
['вкус', '30', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁роль', 'тон'];['B-TYPE', 'I-TYPE']
['▁басма', 'ти'];['B-TYPE', 'I-TYPE']
['1кг', 'рыба'];['B-VOLUME', 'B-TYPE']
['10', 'Г', 'ДРАЖЕ'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁пи', 'ва', '▁кол'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁sweet', 'b'];['B-BRAND', 'I-BRAND']
['▁', 'кг', '▁', 'сахар'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE']
['▁без', 'дро', 'жж', 'евой'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['54г', 'spetsii'];['B-VOLUME', 'B-TYPE']
['▁', '▁5', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁по', 'ми', 'до', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['каши', '240г', 'старый'];['B-TYPE', 'B-VOLUME', 'O']
