tokens;tags
['▁за', 'жи', 'гал', 'ки', '▁', 'bic'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['GTeenfield', 'чай'];['B-BRAND', 'B-TYPE']
['▁про', 'ие', '▁', 'ы', 'бо', 'во', 'щ', 'ные'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['▁', 'РУЛЕТ', '▁с', '▁ма', 'ком'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'B-TYPE', 'I-TYPE']
['▁э', 'кон', 'ива', '▁КЕ', 'ФИ'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'Й', 'Кон', 'Фе', 'Ты'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ever', 'e'];['B-BRAND', 'I-BRAND']
['▁я', 'ец'];['B-TYPE', 'I-TYPE']
['▁bi', 'max'];['B-BRAND', 'I-BRAND']
['▁', 'ЛУ', 'КУ', 'МОМ', '▁ос'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁э', 'кле', 'ров', '▁', 'Коли', 'Бр'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'zott', '▁крем'];['B-BRAND', 'I-BRAND', 'B-TYPE']
['▁пал', 'очки', '▁с', '▁начин', 'кой'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁губ', 'ок', '▁', 'Orima', 'ni'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁со', 'да', '▁тендер'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁С', 'ЛАНА'];['B-BRAND', 'I-BRAND']
['▁сок', 'осо'];['B-TYPE', 'I-TYPE']
['▁gre', 'y'];['B-BRAND', 'I-BRAND']
['▁eco', 'nova', '▁', 'та', 'з'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'сме', 'сь', '▁се', 'мян', '▁для', '▁салата'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'O', 'O']
['▁роман', 'и', 'шин'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['вода', '3%0Мл'];['B-TYPE', 'B-VOLUME']
['▁клуб', 'ика'];['B-TYPE', 'I-TYPE']
['▁', 'яб', 'лоо', 'э'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пере', 'пе', 'ли', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ШОКОЛАД', 'КА', '▁без', '▁сахар', 'а'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁пр', 'ми', 'дор', 'в'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ПОДС', 'ВЕЧ', 'НИКИ', '▁inte'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁', 'пр!', 'ст', '▁ги', 'ги', 'ен', 'ическая'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁туалет', 'ня'];['B-TYPE', 'I-TYPE']
['▁supra', '▁фен'];['B-BRAND', 'B-TYPE']
['▁', 'пом', 'ид', 'оры,', '▁туалет', 'ная', '▁бумаг', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁кино'];['O']
['▁', 'ь', 'ез', 'лак', 'то', 'з', 'ное'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['кофе', 'karfa'];['B-TYPE', 'B-BRAND']
['▁я', 'блок', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁М', 'Англ'];['B-TYPE', 'I-TYPE']
['▁с', 'сал', 'ат'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁вар', 'ено', '-', 'коп', 'че', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁орех', 'а'];['B-TYPE', 'I-TYPE']
['▁у', 'коп'];['B-TYPE', 'I-TYPE']
['▁макар', 'о', 'ные'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'cd', '▁ДИСК'];['B-TYPE', 'I-TYPE', 'B-TYPE']
['▁не', 'моло', 'кл'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁крем', '-', 'мы', 'ло', '▁do'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁гра', 'нула', 'х', '▁с'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁с', '▁р', 'ни', 'р', 'м'];['O', 'O', 'O', 'O', 'O']
['▁сви', 'ные', '▁', 'но', 'жки'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'СЕМЕ', 'ЧИ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁тер', 'м', 'як'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁май', 'о', 'нез', '▁mag', 'gi'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'том', 'ат', 'ый'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁м', 'ти', 'нер', 'алка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Тендер', '▁СВЕ', 'КЛ'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁кле', 'енка'];['B-TYPE', 'I-TYPE']
['шоколад', 'со'];['B-TYPE', 'B-BRAND']
['▁с', 'гу', 'жен', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁кап', 'уста', '▁ки', 'та'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁им', 'мун', 'еле'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'МИН', 'КРА', 'ЛЬНА'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['Соломка', '1W0Г'];['B-TYPE', 'B-VOLUME']
['▁С', 'ГУ', 'ЩЕН', 'КА', '▁', 'вар', 'енная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁с', 'гуш', 'енное'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁у', 'т', 'ндер'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁как', 'ао', '▁гра', 'нул', 'ирован', 'ны'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ку', 'кур', 'уз', 'ные', '▁Шар', 'Ики'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁хлеб', '▁цель', 'но'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'lkme'];['B-TYPE', 'I-TYPE']
['▁с', 'до', 'е', 'ное'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁др', 'ели', '-', 'шу', 'уп', 'овер', 'ты'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁корм', '▁влажн', 'ый', '▁ф'];['B-TYPE', 'O', 'O', 'O']
['▁', 'шел', 'ков', 'ые'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Ми', 'Нер', 'Дка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['215г', 'пирожные'];['B-VOLUME', 'B-TYPE']
['▁салат', '▁', 'мимо', 'за'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁к', 'екс', 'ики'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁КОФЕ', '▁араб', 'ика'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁под', 'у', 'шек', '▁dar', 'ge'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁Кур', 'Ага'];['B-TYPE', 'I-TYPE']
['▁инди', 'ла', 'ци'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сте', 'пле', 'ры', '▁', 'hat', 'be'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁со', 'си', 'ски', '▁с', '▁сыр', 'ом'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'ПОМ', 'ИД', 'ОРЫ', '▁в', '▁том'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O']
['Fit', '580г', 'для', 'кошек'];['B-BRAND', 'B-VOLUME', 'B-TYPE', 'I-TYPE']
['▁сем', 'г'];['B-TYPE', 'I-TYPE']
['▁', 'лап', 'ша', '▁по', '▁китайски'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O']
['▁кос', 'ичка', '▁с', '▁картоф', 'е', 'лем'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁про', 'клад', 'ки', '▁ол', 'вей', 'с', '▁но', 'чные'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND']
['▁Т', 'ПЯ', 'П', 'КИ'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ЧЕРНО', 'ГОО', 'ОВКА'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ТУШ', 'Н', 'НКА'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Сок', '▁для', '▁детско', 'го'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁мя', 'ч', '▁', 'lar', 'sen'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'тери', 'як'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁та', 'з', '▁mall', 'ony'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁охот', 'ни', 'чи', 'ь', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁фар', 'шир', 'ов'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ри', 'о'];['B-BRAND', 'I-BRAND']
['▁', 'ря', 'енка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁да', 'рэл', 'л', '▁перенос', 'к'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁бе', 'ф', 'стро', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'печ', 'кис'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Сель', 'Дь', '▁в', '▁', 'вин', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁те', 'о', 'ия', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['1Шт', 'ШОКОЛАД'];['B-VOLUME', 'B-TYPE']
['▁е', 'он', 'сер', 'вы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['Chikalab', 'печенье', '55г'];['B-BRAND', 'B-TYPE', 'B-VOLUME']
['▁шоколад', 'ки', '▁', 'Ри', 'Тр', '▁СПОРТ'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND']
['▁сыр', '▁в', '▁пла', 'с'];['B-TYPE', 'O', 'O', 'O']
['▁м', 'т', 'ло', 'ко'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁global', '▁', 'VIL', 'LWDGE', '▁лет', 'няя'];['B-BRAND', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'O', 'O']
['▁', 'кро', 'лика', '▁ох', 'лаж', 'ден', 'ное'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁la', 'ima', '▁КРЕ'];['B-BRAND', 'I-BRAND', 'B-TYPE']
['▁Му', 'Сс', '▁', 'твор', 'ож', 'ны'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁муу', 'сор'];['B-TYPE', 'I-TYPE']
['▁кофе', '▁для', '▁тур', 'ки'];['B-TYPE', 'O', 'O', 'O']
['▁хал', 'аты'];['B-TYPE', 'I-TYPE']
['▁', 'плав', 'ки', '▁при', 'зер'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁желез', 'ка'];['B-TYPE', 'I-TYPE']
['▁бумаг', 'а', '▁', 'туалет', 'ная', '▁в', 'ла'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁мол', 'ок', 'ушка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ОПО', 'ЛА', 'СКИ', 'ВА', 'ТЕЛЬ', '▁gras', 's'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁про', 'чий', '▁текстил', 'ь'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁мин', 'тай', '▁Фил', 'Е'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['u00г', 'пельмени'];['B-VOLUME', 'B-TYPE']
['▁влажн', 'ая', '▁сал', 'фет', 'ка'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ко', 'ко', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁п', 'шне', 'но'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ГОЛУБ', 'ИК'];['B-TYPE', 'I-TYPE']
['▁', 'бели', 'зна', '▁для', '▁уни', 'та', 'за'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁вас', 'тэ', 'ко', '▁завтра', 'ки'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'к', 'карт', 'оф', 'ель'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁молоко', 'б'];['B-TYPE', 'I-TYPE']
['▁же', 'вая', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['Со', 'вкус'];['B-BRAND', 'B-TYPE']
['▁', 'бух', 'но'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мар', 'ме', 'лаж'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ч', 'оп', 'сы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мар', 'а', 'ку', 'я'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁чай', '▁ч', 'ёр', 'ный'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'лом', 'тиш', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁БОРО', 'ДИН', 'СКИЕ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кол', 'баса', '▁до', 'я', '▁ок', 'рос', 'шки'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O']
['▁твор', 'о', 'ок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сахар', '▁тро', 'сник'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁flam', 'en'];['B-BRAND', 'I-BRAND']
['▁кофе', 'й', 'ный', '▁на', 'пит'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁ка', 'ю', 'ол', 'баса'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁че', 'куп', 'ила'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁рулет', 'ка'];['B-TYPE', 'I-TYPE']
['▁анан', 'ас', 'ные'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁закуска', '▁из', '▁све', 'к', 'лы'];['B-TYPE', 'O', 'O', 'O', 'O']
['▁если', '▁dan', 'issimo'];['O', 'B-BRAND', 'I-BRAND']
['▁консерв', 'ы', '▁для', '▁собак'];['B-TYPE', 'I-TYPE', 'O', 'O']
['▁', 'ШЕЛ', 'КОВ', 'ЫЕ'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ре', 'мит', '▁Сыр', 'Ов', 'Я', 'Лен'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁с', 'гу', 'ще', 'к', 'п'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁су', 'х', 'по', 'ики'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁сыр', 'кв'];['B-TYPE', 'I-TYPE']
['▁вода', '▁сен', 'еж', 'ская'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'би', 'сок', 'с', '▁', 'бю', 'ст', 'гал', 'ьте'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁по', 'ими', 'дор', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ю', 'пом', 'ид', 'оры'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁п', 'ше', 'но', '▁ше', 'бек', 'ински', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁вот', 'руш', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁нож', '▁du', 'ni'];['B-TYPE', 'B-BRAND', 'I-BRAND']
['▁За', 'Лив'];['B-TYPE', 'I-TYPE']
['▁салат', 'ница', '▁gu', 'zzi', 'n'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁с', 'гу', 'щен', 'кс'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁то', 'и'];['B-TYPE', 'I-TYPE']
['75г', 'овощи'];['B-VOLUME', 'B-TYPE']
['▁С', 'ЭНД'];['B-TYPE', 'I-TYPE']
['▁глаз', 'ированы', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кофе', 'й', 'ник', '▁tall'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁при', 'права', '▁для', '▁гри'];['B-TYPE', 'I-TYPE', 'O', 'O']
['▁не', '▁Газ', 'Ирован', 'Ная', '▁', 'вода'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁кола', '▁без', '▁сахар', 'а', '▁2', 'Л'];['B-TYPE', 'O', 'O', 'O', 'B-VOLUME', 'I-VOLUME']
['сыр', '!30г'];['B-TYPE', 'B-VOLUME']
['▁бел', 'лини', '▁му'];['B-BRAND', 'I-BRAND', 'B-TYPE']
['▁No', '1', '▁кофе', 'йн'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁сем', 'ги'];['B-TYPE', 'I-TYPE']
['▁лед', '▁Фр', 'Ук', 'Т', 'Овый'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пом', 'ид', 'оры', '▁', 'марин', 'ова', 'ные'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁гри', 'ля', 'ж'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'RQFF', 'A', 'E'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'лось', 'он', '▁ni', 've'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁сне', 'к'];['B-TYPE', 'I-TYPE']
['▁порт', 'ов'];['B-TYPE', 'I-TYPE']
['▁вар', 'е', 'ная', '▁nu', 'mik'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁лако', 'м', 'ство', '▁для', '▁кош', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁Хлеб', '▁цель', 'но', 'зер', 'н', 'овой'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'мар', 'мел', 'лад'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'сова'];['B-TYPE', 'I-TYPE']
['▁пл', 'н', 'чик'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁пят', 'нов', 'ы', 'водите', 'ль', '▁', 'bio', 'mi'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁Фил', 'Е', '▁КУР', 'И', 'ННОЕ'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁о', 'вр', 'щи'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'сол', 'т'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'сал', 'фет', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁сом'];['B-TYPE']
['▁С', 'Энд', 'Ви', 'Ч', '▁с', '▁цель', 'ными'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁су', 'ше', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ru', 'zik'];['B-BRAND', 'I-BRAND']
['▁фр', 'ук', 'т', 'овый', '▁Десерт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁kiti', 'ket'];['B-BRAND', 'I-BRAND']
['▁', 'каз', 'ина', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Мер', 'Ми', 'Лад'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мак', 'аар', 'оны'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁шп', 'рот', '▁', 'Бери'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'клей', 'кая', '▁рис', 'овая', '▁му', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁ка', 'тык', '▁', 'то', 'ль', 'ят', 'ти', 'моло'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁Тол', 'Ст', 'Овки', '▁', 'фор', 'ва'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁там', 'по', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мол', 'рч', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁лимон', 'ом'];['B-TYPE', 'I-TYPE']
['▁', 'хон', 'струк', 'тор'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ХА', 'ЛАА'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁курса', 'н'];['B-TYPE', 'I-TYPE']
['1л', 'ВОДА'];['B-VOLUME', 'B-TYPE']
['▁те', 'твор', 'о', 'жок'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ber', 'n'];['B-BRAND', 'I-BRAND']
['▁Vo', 'Kt'];['B-BRAND', 'I-BRAND']
['▁в', 'я', 'ле', 'ный', '▁о', 'ке', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁крем', '▁десерт'];['B-TYPE', 'B-TYPE']
['▁БИО', 'АЛА', 'КТ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁со', 'ле', 'ные', '▁о', 'ке'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁п', 'н', 'анасы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'гн', 'езд', 'да'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ТОП', 'ЛЕНО'];['B-TYPE', 'I-TYPE']
['▁па', 'штет', 'ные'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'газ', 'ирован', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пят', 'нов', 'ы', 'водите', 'ли', '▁chi', 'rt'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁Гал', 'Е', 'Ты', '▁', 'зер', 'ница'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁bari', 'lls'];['B-BRAND', 'I-BRAND']
['▁', 'тендер', '▁Лимон'];['B-BRAND', 'I-BRAND', 'B-TYPE']
['▁кет'];['B-TYPE']
['▁ju', 'ndo', '▁кап', 'су', 'лах'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Cal', 'Gon'];['B-BRAND', 'I-BRAND']
['▁hor', 'tex', '▁об', 'лепи'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['Салфетки', '120шт', 'MEGQBOX'];['B-TYPE', 'B-VOLUME', 'B-BRAND']
['▁te', 'di', '▁pl', 'sh'];['O', 'O', 'O', 'O']
['▁', 'Nut%i', 'L'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'ТВОР', 'ОГ', '2'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁гри', 'н', 'фил', 'д'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁раз', 'рых', 'л', 'м', 'тел'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ку', 'кур', 'уха'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁з', 'еф', 'ир', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Овощ', 'М'];['B-TYPE', 'I-TYPE']
['▁на', 'руч', 'ные', '▁час'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁губ', 'ки'];['B-TYPE', 'I-TYPE']
['▁гре', 'й', 'п', 'ф', 'рут'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁го', 'роо', 'шек'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сок', '▁со', '▁све', 'кло', 'й'];['B-TYPE', 'O', 'O', 'O', 'O']
['▁со', 'ус'];['B-TYPE', 'I-TYPE']
